seed,family,algo,deltaC_pct,deltaE_pct
50,ospf_metric,C,12.00025369227493,10.405623163507633
50,ospf_metric,C+IncD,0.9229142182714573,21.570002223641477
50,ospf_metric,CE,-3.6275672685104694,-6.365617748528416
51,interdomain,baseline_latency,0.0,-3.4351602202316236e-14
51,interdomain,ciro_core,5.128631034031831,19.36561196256153
51,interdomain,lowcarb_bgp,10.324158493511392,13.303452595811683
51,interdomain,carbon_optimal_as_path,10.324158493511392,13.303452595811683
51,ospf_metric,OSPF,0.0,2.2928578097902365e-14
51,ospf_metric,C,13.958883949336812,17.494531463834807
51,ospf_metric,C+IncD,5.914210978728652,21.471312202778105
51,ospf_metric,CE,0.8799344476592712,3.266210105846424
52,interdomain,baseline_latency,0.0,1.8398813390529688e-14
52,interdomain,ciro_core,-0.5190567267519857,18.634071000161143
52,interdomain,lowcarb_bgp,6.99125167818322,8.570473953186552
52,interdomain,carbon_optimal_as_path,6.99125167818322,8.570473953186552
52,ospf_metric,OSPF,0.0,-3.671057391247015e-14
52,ospf_metric,C,9.582227038008329,11.49764992061369
52,ospf_metric,C+IncD,0.3008856116507095,21.823502377735515
52,ospf_metric,CE,-8.340049224225238,-7.062049995687103
53,interdomain,baseline_latency,0.0,0.0
53,interdomain,ciro_core,14.244322907706113,29.57065182553964
53,interdomain,lowcarb_bgp,19.616895862313786,25.96815951304022
53,interdomain,carbon_optimal_as_path,19.616895862313786,25.96815951304022
53,ospf_metric,OSPF,0.0,2.3927003160534938e-14
53,ospf_metric,C,25.66633939420986,32.82367143495637
53,ospf_metric,C+IncD,16.616221887592307,31.71394190207915
53,ospf_metric,CE,17.600180199669165,26.51633372707027
54,interdomain,baseline_latency,0.0,0.0
54,interdomain,ciro_core,0.1742092011076643,14.60726705980772
54,interdomain,lowcarb_bgp,8.089275295684935,7.373739843629883
54,interdomain,carbon_optimal_as_path,8.089275295684935,7.373739843629883
54,ospf_metric,OSPF,0.0,0.0
54,ospf_metric,C,11.235328678806678,12.644999118161548
54,ospf_metric,C+IncD,2.6632961585644144,19.84131133174705
54,ospf_metric,CE,-3.9079639347200277,-2.905208820323726
55,interdomain,baseline_latency,0.0,1.746790197697287e-14
55,interdomain,ciro_core,1.293718154397005,16.904945506783854
55,interdomain,lowcarb_bgp,8.8324764550695,9.601785367074452
55,interdomain,carbon_optimal_as_path,8.8324764550695,9.601785367074452
55,ospf_metric,OSPF,0.0,0.0
55,ospf_metric,C,12.039423646211707,11.994116489926455
55,ospf_metric,C+IncD,3.5522099266067118,19.356826662708354
55,ospf_metric,CE,-4.159976825359022,-2.5816756264820206
56,interdomain,baseline_latency,0.0,0.0
56,interdomain,ciro_core,5.472690090370542,25.554450648620104
56,interdomain,lowcarb_bgp,17.246730503632794,16.706904044218742
56,interdomain,carbon_optimal_as_path,17.246730503632794,16.706904044218742
56,ospf_metric,OSPF,0.0,1.1649042129105042e-14
56,ospf_metric,C,25.79225741397759,23.1843492523028
56,ospf_metric,C+IncD,9.879116668387368,26.24293701700431
56,ospf_metric,CE,17.27099766048762,15.026365159029735
57,interdomain,baseline_latency,0.0,-2.0214300245183083e-14
57,interdomain,ciro_core,4.775262198439771,18.41519086837664
57,interdomain,lowcarb_bgp,11.334789730951076,10.7505916815534
57,interdomain,carbon_optimal_as_path,11.334789730951076,10.7505916815534
57,ospf_metric,OSPF,0.0,0.0
57,ospf_metric,C,17.04795352617938,17.46423802762288
57,ospf_metric,C+IncD,6.157257248010047,20.54385182597518
57,ospf_metric,CE,2.9565335286401635,2.476240371002891
58,interdomain,baseline_latency,0.0,-1.46496206178475e-14
58,interdomain,ciro_core,0.611085369796123,17.42250378382567
58,interdomain,lowcarb_bgp,7.963148181157362,8.29877270514649
58,interdomain,carbon_optimal_as_path,7.963148181157362,8.29877270514649
58,ospf_metric,OSPF,0.0,-2.910991552398452e-14
58,ospf_metric,C,12.765865018412205,13.921197317932043
58,ospf_metric,C+IncD,2.9046086908325104,22.5164344208956
58,ospf_metric,CE,-2.8741225545766618,-1.430163524183522
59,interdomain,baseline_latency,0.0,0.0
59,interdomain,ciro_core,-5.7499432998744275,14.92323376424277
59,interdomain,lowcarb_bgp,5.755303422646709,2.9628453378426345
59,interdomain,carbon_optimal_as_path,5.755303422646709,2.9628453378426345
59,ospf_metric,OSPF,0.0,-1.8286683319354148e-14
59,ospf_metric,C,6.080655900619116,3.5264577526038194
59,ospf_metric,C+IncD,-1.9422948033466354,15.732074427500095
59,ospf_metric,CE,-10.724322457781824,-16.20891256990499
60,interdomain,baseline_latency,0.0,0.0
60,interdomain,ciro_core,4.615856752037577,18.587047700037726
60,interdomain,lowcarb_bgp,12.362064942536817,10.39516845549605
60,interdomain,carbon_optimal_as_path,12.362064942536817,10.39516845549605
60,ospf_metric,OSPF,0.0,-1.3245007652757703e-14
60,ospf_metric,C,21.429910242712,16.94539264139973
60,ospf_metric,C+IncD,6.8889248872840625,19.31681676418829
60,ospf_metric,CE,9.04296355320335,10.050411912704808
61,interdomain,baseline_latency,0.0,2.082490207711235e-14
61,interdomain,ciro_core,5.621885133127301,17.75417862284975
61,interdomain,lowcarb_bgp,12.434126100071673,11.745970097518631
61,interdomain,carbon_optimal_as_path,12.434126100071673,11.745970097518631
61,ospf_metric,OSPF,0.0,0.0
61,ospf_metric,C,16.081138012979423,17.787927626218938
61,ospf_metric,C+IncD,4.437604236809497,20.65584225937586
61,ospf_metric,CE,1.9410261143398333,6.498601682508447
